time (UTC),mass_concentration_of_chlorophyll_in_sea_water (kg m-3),chlorophyll_fluorescence (RFU),sea_water_electrical_conductivity (S m-1),mass_concentration_of_oxygen_in_sea_water (kg m-3),oxidation_reduction_potential (mV),sea_water_ph_reported_on_total_scale (1),mass_concentration_of_blue_green_algae_in_sea_water (ug L-1),mass_concentration_of_blue_green_algae_in_sea_water_rfu (RFU),sea_water_turbidity (1),sea_water_temperature (K),platform
2022-08-18T13:15:00Z,9.00E-07,-0.6,0.0059,0.00918,186,8.92,0,0.1,4.07,296.7333333,1
2022-08-18T13:20:00Z,8.00E-07,-0.6,0.0215,0.00917,186,8.92,0,0.1,4.07,296.7277778,1
2022-08-18T13:25:00Z,9.00E-07,-0.6,0.0214,0.00917,186,8.91,0,0.2,7.08,296.7277778,1
2022-08-18T13:30:00Z,8.00E-07,-0.6,0.0214,0.00918,187,8.92,0,0.2,4.15,296.7222222,1
2022-08-18T13:35:00Z,8.00E-07,-0.6,0.0215,0.00918,186,8.92,0,0.2,4.12,296.7166667,1
2022-08-18T13:40:00Z,8.00E-07,-0.7,0.0201,0.00919,186,8.92,0,0.2,4.06,296.7166667,1
2022-08-18T13:45:00Z,8.00E-07,-0.7,0.0215,0.00919,186,8.92,0,0.2,3.91,296.7166667,1
2022-08-18T13:50:00Z,8.00E-07,-0.7,0.0106,0.00919,186,8.91,0,0.2,4.42,296.7111111,1
2022-08-18T13:55:00Z,1.20E-06,-0.5,0.0204,0.0092,186,8.92,0,0.2,5.45,296.7111111,1
2022-08-18T14:00:00Z,7.00E-07,-0.7,0.0086,0.0092,186,8.92,0,0.2,4.1,296.7111111,1
2022-08-18T14:05:00Z,8.00E-07,-0.7,0.0215,0.0092,186,8.92,0,0.2,6.33,296.7111111,1
2022-08-18T14:10:00Z,8.00E-07,-0.7,0.0069,0.00921,186,8.92,0,0.2,3.85,296.7111111,1
2022-08-18T14:15:00Z,7.00E-07,-0.7,0.0215,0.00921,186,8.92,0,0.1,3.99,296.7111111,1
2022-08-18T14:20:00Z,7.00E-07,-0.7,0.0213,0.00922,186,8.92,0,0.2,3.96,296.7055556,1
2022-08-18T14:25:00Z,8.00E-07,-0.6,0.0215,0.00922,186,8.92,0,0.2,4,296.7055556,1
2022-08-18T14:30:00Z,6.00E-07,-0.7,0.011,0.00924,186,8.92,0,0.2,4.24,296.7055556,1
2022-08-18T14:35:00Z,7.00E-07,-0.7,0.0215,0.00923,186,8.92,0,0.2,4.03,296.7055556,1
2022-08-18T14:40:00Z,7.00E-07,-0.7,0.0215,0.00924,186,8.92,0,0.2,3.85,296.7111111,1
2022-08-18T14:45:00Z,7.00E-07,-0.7,0.0215,0.00925,187,8.92,0,0.2,4.28,296.7111111,1
2022-08-18T14:50:00Z,8.00E-07,-0.7,0.0212,0.00925,187,8.92,0,0.2,6.72,296.7111111,1
2022-08-18T14:55:00Z,6.00E-07,-0.7,0.0111,0.00927,186,8.92,0,0.2,3.9,296.7111111,1
2022-08-18T15:00:00Z,6.00E-07,-0.7,0.0215,0.00928,187,8.92,0,0.2,3.97,296.7111111,1
2022-08-18T15:05:00Z,6.00E-07,-0.7,0.0215,0.00928,186,8.92,0,0.2,6.39,296.7111111,1
2022-08-18T15:10:00Z,7.00E-07,-0.7,0.0215,0.00929,186,8.92,0,0.2,3.86,296.7166667,1
2022-08-18T15:15:00Z,7.00E-07,-0.7,0.0215,0.00931,186,8.92,0,0.2,4,296.7166667,1
2022-08-18T15:20:00Z,7.00E-07,-0.7,0.008,0.00932,186,8.92,0,0.2,3.96,296.7166667,1
2022-08-18T15:25:00Z,6.00E-07,-0.7,0.0215,0.00932,186,8.92,0,0.2,4.11,296.7222222,1
2022-08-18T15:30:00Z,7.00E-07,-0.7,0.0213,0.00934,186,8.93,0,0.2,4.49,296.7222222,1
2022-08-18T15:35:00Z,6.00E-07,-0.7,0.0215,0.00935,186,8.92,0,0.2,4,296.7222222,1
2022-08-18T15:40:00Z,7.00E-07,-0.7,0.0215,0.00936,186,8.93,0,0.2,4.07,296.7222222,1
2022-08-18T15:45:00Z,6.00E-07,-0.7,0.012,0.00937,186,8.93,0,0.1,3.97,296.7277778,1
2022-08-18T15:50:00Z,6.00E-07,-0.7,0.0086,0.00938,186,8.93,0,0.1,4,296.7333333,1
2022-08-18T15:55:00Z,7.00E-07,-0.7,0.0112,0.00938,186,8.93,0,0.1,4.32,296.7333333,1
2022-08-18T16:00:00Z,5.00E-07,-0.7,0.0124,0.00939,186,8.93,0,0.2,7.14,296.7388889,1
2022-08-18T16:05:00Z,7.00E-07,-0.7,0.0215,0.0094,186,8.93,0,0.2,5.87,296.7444444,1
2022-08-18T16:10:00Z,6.00E-07,-0.7,0.0215,0.0094,186,8.93,0,0.2,4.03,296.7444444,1
2022-08-18T16:15:00Z,5.00E-07,-0.8,0.0215,0.00941,186,8.93,0,0.2,4.26,296.75,1
2022-08-18T16:20:00Z,6.00E-07,-0.7,0.0149,0.00942,187,8.93,0,0.1,4.09,296.7555556,1
2022-08-18T16:25:00Z,6.00E-07,-0.7,0.0205,0.00942,186,8.93,0,0.2,4.05,296.7611111,1
2022-08-18T16:30:00Z,5.00E-07,-0.7,0.0101,0.00943,186,8.93,0,0.2,4.27,296.7611111,1
2022-08-18T16:35:00Z,5.00E-07,-0.7,0.0214,0.00944,186,8.93,0,0.2,7.72,296.7666667,1
2022-08-18T16:40:00Z,4.00E-07,-0.8,0.0215,0.00944,186,8.93,0,0.2,3.98,296.7777778,1
2022-08-18T16:45:00Z,5.00E-07,-0.7,0.0206,0.00946,186,8.93,0,0.2,4.39,296.7833333,1
2022-08-18T16:50:00Z,6.00E-07,-0.7,0.0214,0.00945,186,8.93,0,0.1,4.85,296.7888889,1
2022-08-18T16:55:00Z,5.00E-07,-0.7,0.0188,0.00946,186,8.94,0,0.1,3.99,296.7944444,1
2022-08-18T17:00:00Z,6.00E-07,-0.7,0.0097,0.00948,187,8.93,0,0.2,4.22,296.8,1
2022-08-18T17:05:00Z,5.00E-07,-0.7,0.018,0.00948,186,8.94,0,0.2,4.06,296.8,1
2022-08-18T17:10:00Z,6.00E-07,-0.7,0.0083,0.00949,186,8.93,0,0.1,4.09,296.8055556,1
2022-08-18T17:15:00Z,6.00E-07,-0.7,0.0212,0.00951,187,8.94,0,0.1,4.09,296.8166667,1
2022-08-18T17:20:00Z,5.00E-07,-0.7,0.0215,0.0095,187,8.94,0,0.2,4.1,296.8222222,1
2022-08-18T17:25:00Z,4.00E-07,-0.8,0.0212,0.00952,187,8.94,0,0.1,4.69,296.8277778,1
2022-08-18T17:30:00Z,6.00E-07,-0.7,0.0215,0.00953,187,8.94,0,0.2,5.18,296.8333333,1
2022-08-18T17:35:00Z,5.00E-07,-0.7,0.01,0.00954,187,8.94,0,0.1,3.99,296.8388889,1
2022-08-18T17:40:00Z,5.00E-07,-0.7,0.0083,0.00955,187,8.94,0,0.2,3.98,296.85,1
2022-08-18T17:45:00Z,5.00E-07,-0.7,0.0083,0.00955,187,8.94,0,0.2,3.98,296.8555556,1
2022-08-18T17:50:00Z,5.00E-07,-0.7,0.0215,0.00955,187,8.94,0,0.2,3.89,296.8611111,1
2022-08-18T17:55:00Z,6.00E-07,-0.7,0.0215,0.00956,187,8.94,0,0.2,4.19,296.8722222,1
2022-08-18T18:00:00Z,5.00E-07,-0.7,0.0061,0.00956,187,8.94,0,0.1,4.1,296.8833333,1
2022-08-18T18:05:00Z,6.00E-07,-0.7,0.0215,0.00956,187,8.94,0,0.2,4.1,296.8944444,1
2022-08-18T18:10:00Z,5.00E-07,-0.7,0.0183,0.00957,187,8.94,0,0.2,7.35,296.9,1
2022-08-18T18:15:00Z,6.00E-07,-0.7,0.0215,0.00958,187,8.94,0,0.1,4.49,296.9111111,1
2022-08-18T18:20:00Z,5.00E-07,-0.8,0.0212,0.00958,187,8.94,0,0.2,3.97,296.9222222,1
2022-08-18T18:25:00Z,6.00E-07,-0.7,0.0216,0.00959,187,8.94,0,0.1,3.89,296.9277778,1
2022-08-18T18:30:00Z,6.00E-07,-0.7,0.0215,0.00959,187,8.94,0,0.2,4.13,296.9388889,1
2022-08-18T18:35:00Z,5.00E-07,-0.7,0.0216,0.00959,187,8.94,0,0.2,4.34,296.9444444,1
2022-08-18T18:40:00Z,4.00E-07,-0.8,0.0215,0.0096,187,8.94,0,0.1,3.99,296.9611111,1
2022-08-18T18:45:00Z,4.00E-07,-0.8,0.021,0.0096,187,8.94,0,0.1,5.26,296.9722222,1
2022-08-18T18:50:00Z,5.00E-07,-0.7,0.0216,0.00961,187,8.94,0,0.1,3.98,296.9777778,1
2022-08-18T18:55:00Z,6.00E-07,-0.7,0.0174,0.00961,187,8.94,0,0.1,6.61,296.9833333,1
2022-08-18T19:00:00Z,6.00E-07,-0.7,0.0216,0.00962,187,8.94,0,0.1,4.19,296.9888889,1
2022-08-18T19:05:00Z,5.00E-07,-0.8,0.0215,0.00963,187,8.94,0,0.1,6.58,297,1
2022-08-18T19:10:00Z,5.00E-07,-0.7,0.0216,0.00964,187,8.94,0,0.2,3.8,297.0111111,1
2022-08-18T19:15:00Z,5.00E-07,-0.7,0.0216,0.00965,187,8.94,0,0.1,4,297.0166667,1
2022-08-18T19:20:00Z,5.00E-07,-0.7,0.0213,0.00965,187,8.94,0,0.1,3.91,297.0222222,1
2022-08-18T19:25:00Z,5.00E-07,-0.7,0.0077,0.00966,187,8.94,0,0.1,4.22,297.0277778,1
2022-08-18T19:30:00Z,5.00E-07,-0.7,0.0196,0.00968,187,8.95,0,0.1,4.07,297.0388889,1
2022-08-18T19:35:00Z,5.00E-07,-0.7,0.0214,0.00968,187,8.94,0,0.2,6,297.0444444,1
2022-08-18T19:40:00Z,5.00E-07,-0.7,0.0213,0.00969,187,8.94,0,0.1,4.65,297.05,1
2022-08-18T19:45:00Z,4.00E-07,-0.8,0.0215,0.00969,187,8.94,0,0.2,4.02,297.0611111,1
2022-08-18T19:50:00Z,5.00E-07,-0.7,0.0155,0.00971,188,8.95,0,0.1,3.94,297.0722222,1
2022-08-18T19:55:00Z,5.00E-07,-0.7,0.0216,0.00972,187,8.95,0,0.1,4.05,297.0777778,1
2022-08-18T20:00:00Z,5.00E-07,-0.7,0.0142,0.00972,188,8.94,0,0.2,5.57,297.0777778,1
2022-08-18T20:05:00Z,5.00E-07,-0.8,0.0216,0.00973,187,8.95,0,0.2,3.22,297.0888889,1
2022-08-18T20:10:00Z,5.00E-07,-0.7,0.0214,0.00972,187,8.95,0,0.1,4.12,297.1,1
2022-08-18T20:15:00Z,5.00E-07,-0.8,0.0216,0.00973,187,8.95,0,0.1,4,297.1,1
2022-08-18T20:20:00Z,5.00E-07,-0.7,0.0216,0.00973,187,8.95,0,0.1,4.02,297.1055556,1
2022-08-18T20:25:00Z,4.00E-07,-0.8,0.0216,0.00974,188,8.95,0,0.2,3.96,297.1111111,1
2022-08-18T20:30:00Z,5.00E-07,-0.7,0.0216,0.00974,187,8.94,0,0.2,3.97,297.1166667,1
2022-08-18T20:35:00Z,5.00E-07,-0.7,0.0216,0.00975,187,8.94,0,0.1,4.96,297.1222222,1
2022-08-18T20:40:00Z,7.00E-07,-0.7,0.0216,0.00976,187,8.94,0,0.2,5.24,297.1222222,1
2022-08-18T20:45:00Z,5.00E-07,-0.7,0.0216,0.00976,187,8.95,0,0.2,4.13,297.1277778,1
2022-08-18T20:50:00Z,4.00E-07,-0.8,0.0215,0.00976,187,8.95,0,0.1,4,297.1333333,1
2022-08-18T20:55:00Z,4.00E-07,-0.8,0.02,0.00977,187,8.94,0,0.1,4.75,297.1388889,1
2022-08-18T21:00:00Z,4.00E-07,-0.8,0.0059,0.00977,187,8.94,0,0.1,3.94,297.1444444,1
2022-08-18T21:05:00Z,4.00E-07,-0.8,0.0216,0.00976,187,8.94,0,0.2,5.55,297.15,1
2022-08-18T21:10:00Z,4.00E-07,-0.8,0.0112,0.00977,187,8.94,0,0.1,3.92,297.1555556,1
2022-08-18T21:15:00Z,5.00E-07,-0.7,0.0214,0.00978,188,8.94,0,0.1,3.98,297.1555556,1
2022-08-18T21:20:00Z,4.00E-07,-0.8,0.0216,0.00978,187,8.94,0,0.1,4.02,297.1611111,1
2022-08-18T21:25:00Z,5.00E-07,-0.7,0.0185,0.0098,187,8.94,0,0.1,3.78,297.1666667,1
2022-08-18T21:30:00Z,4.00E-07,-0.8,0.0216,0.00979,187,8.95,0,0.1,3.95,297.1722222,1
2022-08-18T21:35:00Z,4.00E-07,-0.8,0.0216,0.0098,188,8.95,0,0.1,3.92,297.1833333,1
2022-08-18T21:40:00Z,4.00E-07,-0.8,0.0216,0.0098,188,8.95,0,0.1,3.96,297.1833333,1
2022-08-18T21:45:00Z,5.00E-07,-0.8,0.0216,0.00981,188,8.95,0,0.1,4.02,297.1888889,1
2022-08-18T21:50:00Z,4.00E-07,-0.8,0.0062,0.00981,188,8.94,0,0.1,3.91,297.2,1
2022-08-18T21:55:00Z,4.00E-07,-0.8,0.0216,0.00981,187,8.94,0,0.1,3.92,297.2055556,1
2022-08-18T22:00:00Z,3.00E-07,-0.8,0.0095,0.00982,187,8.95,0,0.1,3.92,297.2111111,1
2022-08-18T22:05:00Z,4.00E-07,-0.8,0.0157,0.00983,187,8.95,0,0.1,3.85,297.2166667,1
2022-08-18T22:10:00Z,4.00E-07,-0.8,0.0216,0.00985,187,8.95,0,0.1,3.92,297.2222222,1
2022-08-18T22:15:00Z,4.00E-07,-0.8,0.0211,0.00984,187,8.95,0,0.1,4.21,297.2277778,1
2022-08-18T22:20:00Z,4.00E-07,-0.8,0.0216,0.00985,187,8.95,0,0.1,4.51,297.2388889,1
2022-08-18T22:25:00Z,4.00E-07,-0.8,0.0074,0.00986,187,8.95,0,0.1,3.86,297.2444444,1
2022-08-18T22:30:00Z,4.00E-07,-0.8,0.0216,0.00985,187,8.95,0,0.1,4.24,297.2444444,1
2022-08-18T22:35:00Z,3.00E-07,-0.8,0.0205,0.00986,187,8.95,0,0.1,4,297.25,1
2022-08-18T22:40:00Z,4.00E-07,-0.8,0.0216,0.00987,187,8.95,0,0.1,4,297.2555556,1
2022-08-18T22:45:00Z,4.00E-07,-0.8,0.009,0.00988,187,8.95,0,0.1,3.97,297.2611111,1
2022-08-18T22:50:00Z,4.00E-07,-0.8,0.0216,0.00988,187,8.95,0,0.1,4.8,297.2666667,1
2022-08-18T22:55:00Z,2.00E-07,-0.8,0.0216,0.00989,187,8.95,0,0.1,4.07,297.2666667,1
2022-08-18T23:00:00Z,2.00E-07,-0.8,0.0216,0.0099,188,8.95,0,0.1,4.01,297.2666667,1
2022-08-18T23:05:00Z,5.00E-07,-0.7,0.0216,0.00991,188,8.95,0,0.1,3.78,297.2722222,1
2022-08-18T23:10:00Z,4.00E-07,-0.8,0.0159,0.00991,187,8.95,0,0.1,3.93,297.2722222,1
2022-08-18T23:15:00Z,4.00E-07,-0.8,0.0216,0.00992,188,8.95,0,0.1,3.99,297.2777778,1
2022-08-18T23:20:00Z,4.00E-07,-0.8,0.0216,0.00992,187,8.95,0,0.2,4.01,297.2777778,1
2022-08-18T23:25:00Z,6.00E-07,-0.7,0.0216,0.00992,188,8.95,0,0.1,6.51,297.2777778,1
2022-08-18T23:30:00Z,5.00E-07,-0.8,0.0208,0.00992,188,8.95,0,0.1,3.96,297.2833333,1
2022-08-18T23:35:00Z,4.00E-07,-0.8,0.0069,0.00993,187,8.95,0,0.1,3.94,297.2833333,1
2022-08-18T23:40:00Z,6.00E-07,-0.7,0.0216,0.00993,187,8.95,0,0.1,5.45,297.2833333,1
2022-08-18T23:45:00Z,4.00E-07,-0.8,0.0212,0.00993,188,8.95,0,0.1,3.96,297.2833333,1
2022-08-18T23:50:00Z,4.00E-07,-0.8,0.0216,0.00993,187,8.95,0,0.2,3.98,297.2888889,1
2022-08-18T23:55:00Z,4.00E-07,-0.8,0.0216,0.00993,187,8.95,0,0.1,4.11,297.2833333,1
2022-08-19T00:00:00Z,5.00E-07,-0.7,0.0178,0.00994,187,8.95,0,0.1,4.24,297.2888889,1
2022-08-19T00:05:00Z,4.00E-07,-0.8,0.0217,0.00993,187,8.95,0,0.1,5.92,297.2888889,1
2022-08-19T00:10:00Z,4.00E-07,-0.8,0.021,0.00993,187,8.95,0,0.1,3.93,297.2888889,1
2022-08-19T00:15:00Z,5.00E-07,-0.7,0.0216,0.00993,187,8.95,0,0.1,7.5,297.2833333,1
2022-08-19T00:20:00Z,5.00E-07,-0.7,0.0217,0.00992,187,8.95,0,0.1,3.8,297.2833333,1
2022-08-19T00:25:00Z,4.00E-07,-0.8,0.0216,0.00992,187,8.95,0,0.1,3.95,297.2888889,1
2022-08-19T00:30:00Z,5.00E-07,-0.7,0.0216,0.00992,188,8.95,0,0.1,4.62,297.2833333,1
2022-08-19T00:35:00Z,6.00E-07,-0.7,0.013,0.00993,188,8.95,0,0.1,3.79,297.2833333,1
2022-08-19T00:40:00Z,5.00E-07,-0.7,0.0213,0.00993,188,8.95,0,0.1,4.18,297.2777778,1
2022-08-19T00:45:00Z,5.00E-07,-0.8,0.0202,0.00993,188,8.95,0,0.1,4.36,297.2777778,1
2022-08-19T00:50:00Z,6.00E-07,-0.7,0.0217,0.00993,188,8.95,0,0.3,0,297.2722222,1
2022-08-19T00:55:00Z,5.00E-07,-0.7,0.0217,0.00993,188,8.95,0,0.1,7.77,297.2722222,1
2022-08-19T01:00:00Z,5.00E-07,-0.7,0.0078,0.00993,187,8.95,0,0.2,4.13,297.2666667,1
2022-08-19T01:05:00Z,7.00E-07,-0.7,0.0217,0.00993,188,8.95,0,0.2,4.78,297.2666667,1
2022-08-19T01:10:00Z,5.00E-07,-0.7,0.0217,0.00993,188,8.96,0,0.1,4.08,297.2666667,1
2022-08-19T01:15:00Z,5.00E-07,-0.7,0.0217,0.00991,188,8.96,0,0.1,4.09,297.2666667,1
2022-08-19T01:20:00Z,6.00E-07,-0.7,0.0205,0.00992,188,8.95,0,0.1,4.33,297.2722222,1
2022-08-19T01:25:00Z,5.00E-07,-0.7,0.0216,0.00992,188,8.95,0,0.1,4.65,297.2777778,1
2022-08-19T01:30:00Z,6.00E-07,-0.7,0.0216,0.00991,188,8.95,0,0.2,3.68,297.2777778,1
2022-08-19T01:35:00Z,6.00E-07,-0.7,0.0217,0.0099,188,8.95,0,0.1,4.57,297.2777778,1
2022-08-19T01:40:00Z,6.00E-07,-0.7,0.0215,0.0099,188,8.95,0,0.1,4.22,297.2777778,1
2022-08-19T01:45:00Z,5.00E-07,-0.7,0.0215,0.00989,188,8.95,0,0.1,4.27,297.2722222,1
2022-08-19T01:50:00Z,5.00E-07,-0.7,0.0076,0.0099,188,8.95,0,0.1,4.15,297.2722222,1
2022-08-19T01:55:00Z,6.00E-07,-0.7,0.0217,0.00989,188,8.95,0,0.2,4.07,297.2777778,1
2022-08-19T02:00:00Z,5.00E-07,-0.7,0.0103,0.00988,188,8.95,0,0.1,4.26,297.2666667,1
2022-08-19T02:05:00Z,6.00E-07,-0.7,0.0217,0.00989,188,8.95,0,0.2,6.62,297.2611111,1
2022-08-19T02:10:00Z,6.00E-07,-0.7,0.0208,0.00989,188,8.95,0,0.1,4.07,297.2555556,1
2022-08-19T02:15:00Z,5.00E-07,-0.7,0.0212,0.00989,188,8.95,0,0.1,4.12,297.2444444,1
2022-08-19T02:20:00Z,7.00E-07,-0.7,0.0214,0.00989,188,8.95,0,0.1,4.73,297.2388889,1
2022-08-19T02:25:00Z,5.00E-07,-0.7,0.0217,0.00989,188,8.95,0,0.2,4.1,297.2388889,1
2022-08-19T02:30:00Z,7.00E-07,-0.7,0.0214,0.00989,188,8.95,0,0.2,4.03,297.2333333,1
2022-08-19T02:35:00Z,7.00E-07,-0.7,0.0217,0.00988,188,8.95,0,0.1,4.59,297.2277778,1
2022-08-19T02:40:00Z,7.00E-07,-0.7,0.0217,0.00988,188,8.95,0,0.1,5.19,297.2277778,1
2022-08-19T02:45:00Z,5.00E-07,-0.7,0.0176,0.00988,188,8.95,0,0.1,4.67,297.2222222,1
2022-08-19T02:50:00Z,6.00E-07,-0.7,0.0217,0.00988,188,8.95,0,0.2,4.32,297.2166667,1
2022-08-19T02:55:00Z,6.00E-07,-0.7,0.0217,0.00987,188,8.95,0,0.2,4.3,297.2166667,1
2022-08-19T03:00:00Z,6.00E-07,-0.7,0.0217,0.00987,188,8.94,0,0.2,4.53,297.2166667,1
2022-08-19T03:05:00Z,6.00E-07,-0.7,0.0216,0.00987,189,8.94,0,0.2,4.31,297.2111111,1
2022-08-19T03:10:00Z,6.00E-07,-0.7,0.0216,0.00987,188,8.95,0,0.1,4.32,297.2055556,1
2022-08-19T03:15:00Z,6.00E-07,-0.7,0.0216,0.00987,188,8.94,0,0.1,4.21,297.2,1
2022-08-19T03:20:00Z,5.00E-07,-0.7,0.0202,0.00986,188,8.94,0,0.1,4.15,297.2,1
2022-08-19T03:25:00Z,6.00E-07,-0.7,0.0217,0.00985,188,8.94,0,0.1,4.33,297.1944444,1
2022-08-19T03:30:00Z,6.00E-07,-0.7,0.0075,0.00986,188,8.94,0,0.1,3.78,297.1888889,1
2022-08-19T03:35:00Z,6.00E-07,-0.7,0.0073,0.00986,188,8.94,0,0.1,4.16,297.1833333,1
2022-08-19T03:40:00Z,6.00E-07,-0.7,0.0216,0.00985,189,8.94,0,0.1,4.13,297.1777778,1
2022-08-19T03:45:00Z,6.00E-07,-0.7,0.0092,0.00985,189,8.94,0,0.1,4.01,297.1777778,1
2022-08-19T03:50:00Z,5.00E-07,-0.7,0.0086,0.00985,189,8.94,0,0.2,4.14,297.1777778,1
2022-08-19T03:55:00Z,6.00E-07,-0.7,0.0217,0.00985,188,8.94,0,0.2,4.2,297.1666667,1
2022-08-19T04:00:00Z,6.00E-07,-0.7,0.0216,0.00984,189,8.94,0,0.1,4.28,297.1666667,1
2022-08-19T04:05:00Z,6.00E-07,-0.7,0.0086,0.00984,189,8.94,0,0.1,4.4,297.1666667,1
2022-08-19T04:10:00Z,6.00E-07,-0.7,0.0216,0.00984,188,8.94,0,0.2,4.01,297.1611111,1
2022-08-19T04:15:00Z,5.00E-07,-0.7,0.0208,0.00983,188,8.94,0,0.1,4.14,297.1611111,1
2022-08-19T04:20:00Z,6.00E-07,-0.7,0.0218,0.00982,188,8.94,0,0.2,4.16,297.1611111,1
2022-08-19T04:25:00Z,6.00E-07,-0.7,0.0212,0.00982,189,8.94,0,0.2,4.36,297.1611111,1
2022-08-19T04:30:00Z,5.00E-07,-0.7,0.0209,0.00981,188,8.94,0,0.1,4.14,297.1555556,1
2022-08-19T04:35:00Z,6.00E-07,-0.7,0.0217,0.00981,189,8.94,0,0.2,4.12,297.1555556,1
2022-08-19T04:40:00Z,5.00E-07,-0.7,0.0217,0.00981,189,8.94,0,0.1,4.05,297.1555556,1
2022-08-19T04:45:00Z,5.00E-07,-0.7,0.0218,0.0098,188,8.94,0,0.2,4.06,297.1555556,1
2022-08-19T04:50:00Z,6.00E-07,-0.7,0.021,0.0098,188,8.94,0,0.2,4,297.1555556,1
2022-08-19T04:55:00Z,6.00E-07,-0.7,0.0162,0.0098,188,8.94,0,0.1,3.94,297.1555556,1
2022-08-19T05:00:00Z,7.00E-07,-0.7,0.0218,0.00979,188,8.94,0,0.1,4.24,297.15,1
2022-08-19T05:05:00Z,5.00E-07,-0.7,0.0085,0.00978,188,8.94,0,0.2,4.5,297.1555556,1
2022-08-19T05:10:00Z,6.00E-07,-0.7,0.0218,0.00978,188,8.94,0,0.1,4.24,297.1555556,1
2022-08-19T05:15:00Z,6.00E-07,-0.7,0.0218,0.00978,188,8.94,0,0.1,4.32,297.15,1
2022-08-19T05:20:00Z,6.00E-07,-0.7,0.0154,0.00977,188,8.94,0,0.2,3.88,297.1555556,1
2022-08-19T05:25:00Z,6.00E-07,-0.7,0.0218,0.00977,188,8.94,0,0.1,6.19,297.15,1
2022-08-19T05:30:00Z,8.00E-07,-0.6,0.0218,0.00977,188,8.94,0,0.2,5.4,297.15,1
2022-08-19T05:35:00Z,6.00E-07,-0.7,0.0218,0.00976,188,8.94,0,0.2,4.15,297.1444444,1
2022-08-19T05:40:00Z,7.00E-07,-0.7,0.0217,0.00975,188,8.94,0,0.1,4.19,297.1444444,1
2022-08-19T05:45:00Z,6.00E-07,-0.7,0.0218,0.00975,188,8.94,0,0.2,4.14,297.1444444,1
2022-08-19T05:50:00Z,6.00E-07,-0.7,0.0208,0.00974,188,8.94,0,0.1,4.09,297.1444444,1
2022-08-19T05:55:00Z,6.00E-07,-0.7,0.0218,0.00973,188,8.94,0,0.1,5.7,297.1444444,1
2022-08-19T06:00:00Z,6.00E-07,-0.7,0.0219,0.00972,188,8.93,0,0.2,6.97,297.1444444,1
2022-08-19T06:05:00Z,6.00E-07,-0.7,0.0215,0.00972,188,8.94,0,0.2,4.13,297.1444444,1
2022-08-19T06:10:00Z,7.00E-07,-0.7,0.0219,0.00971,188,8.94,0,0.1,4.11,297.1388889,1
2022-08-19T06:15:00Z,6.00E-07,-0.7,0.0219,0.0097,188,8.93,0,0.1,3.94,297.1388889,1
2022-08-19T06:20:00Z,6.00E-07,-0.7,0.0219,0.0097,188,8.93,0,0.2,4.05,297.1388889,1
2022-08-19T06:25:00Z,7.00E-07,-0.7,0.0206,0.00969,189,8.93,0,0.1,4.56,297.1388889,1
2022-08-19T06:30:00Z,6.00E-07,-0.7,0.0219,0.00969,188,8.93,0,0.1,5.52,297.1388889,1
2022-08-19T06:35:00Z,7.00E-07,-0.7,0.0218,0.00968,188,8.93,0,0.2,4.1,297.1388889,1
2022-08-19T06:40:00Z,6.00E-07,-0.7,0.0219,0.00968,188,8.93,0,0.2,4.01,297.1333333,1
2022-08-19T06:45:00Z,6.00E-07,-0.7,0.0218,0.00967,188,8.93,0,0.1,4.02,297.1388889,1
2022-08-19T06:50:00Z,6.00E-07,-0.7,0.012,0.00967,188,8.93,0,0.1,4,297.1388889,1
2022-08-19T06:55:00Z,6.00E-07,-0.7,0.0216,0.00967,188,8.93,0,0.1,4.11,297.1277778,1
2022-08-19T07:00:00Z,6.00E-07,-0.7,0.0214,0.00966,188,8.93,0,0.2,7.42,297.1277778,1
2022-08-19T07:05:00Z,7.00E-07,-0.7,0.0218,0.00965,188,8.93,0,0.1,4.37,297.1277778,1
2022-08-19T07:10:00Z,7.00E-07,-0.7,0.0123,0.00965,188,8.93,0,0.1,4.41,297.1277778,1
2022-08-19T07:15:00Z,6.00E-07,-0.7,0.0209,0.00964,188,8.93,0,0.2,4.39,297.1277778,1
2022-08-19T07:20:00Z,5.00E-07,-0.7,0.0216,0.00963,188,8.92,0,0.2,4.57,297.1277778,1
2022-08-19T07:25:00Z,6.00E-07,-0.7,0.0219,0.00963,188,8.92,0,0.1,5.09,297.1277778,1
2022-08-19T07:30:00Z,6.00E-07,-0.7,0.0219,0.00963,188,8.92,0,0.1,4.55,297.1222222,1
2022-08-19T07:35:00Z,7.00E-07,-0.7,0.0218,0.00962,189,8.92,0,0.2,4.51,297.1222222,1
2022-08-19T07:40:00Z,6.00E-07,-0.7,0.0214,0.00962,189,8.91,0,0.1,8.58,297.1166667,1
2022-08-19T07:45:00Z,7.00E-07,-0.7,0.0219,0.00962,189,8.91,0,0.2,4.72,297.1166667,1
2022-08-19T07:50:00Z,7.00E-07,-0.7,0.0194,0.00962,189,8.91,0,0.2,5.04,297.1111111,1
2022-08-19T07:55:00Z,7.00E-07,-0.7,0.0219,0.00963,188,8.91,0,0.2,4.64,297.1111111,1
2022-08-19T08:00:00Z,7.00E-07,-0.7,0.0219,0.00963,188,8.91,0,0.1,4.81,297.1055556,1
2022-08-19T08:05:00Z,6.00E-07,-0.7,0.0218,0.00963,189,8.91,0,0.2,5.07,297.1,1
