time (UTC),mass_concentration_of_chlorophyll_in_sea_water (kg m-3),chlorophyll_fluorescence (RFU),sea_water_electrical_conductivity (S m-1),mass_concentration_of_oxygen_in_sea_water (kg m-3),oxidation_reduction_potential (mV),sea_water_ph_reported_on_total_scale (1),mass_concentration_of_blue_green_algae_in_sea_water (ug L-1),mass_concentration_of_blue_green_algae_in_sea_water_rfu (RFU),sea_water_turbidity (1),sea_water_temperature (K),platform
2022-03-02T09:40:00Z,8.00E-07,0.3,0.0436,0.01412,226,8.01,0,0.9,3.7,275.7944444,1
2022-03-02T09:45:00Z,8.00E-07,0.3,0.0432,0.01412,226,8.01,0,0.9,3.6,275.7888889,1
2022-03-02T09:50:00Z,8.00E-07,0.3,0.0429,0.01414,226,8.01,0,0.9,3.49,275.7777778,1
2022-03-02T09:55:00Z,8.00E-07,0.3,0.0425,0.01414,226,8.01,0,0.9,3.4,275.7722222,1
2022-03-02T10:00:00Z,9.00E-07,0.3,0.0422,0.01416,226,8.01,0,0.8,3.48,275.7666667,1
2022-03-02T10:05:00Z,9.00E-07,0.3,0.042,0.01417,226,8.01,0,0.9,3.42,275.7666667,1
2022-03-02T10:10:00Z,8.00E-07,0.3,0.0418,0.01416,226,8.01,0,0.9,3.46,275.7666667,1
2022-03-02T10:15:00Z,8.00E-07,0.3,0.0416,0.01418,226,8.01,0,0.9,3.47,275.7666667,1
2022-03-02T10:20:00Z,7.00E-07,0.3,0.0415,0.01418,226,8.01,0,0.9,3.45,275.7666667,1
2022-03-02T10:25:00Z,8.00E-07,0.3,0.0414,0.01419,226,8.01,0,0.9,3.38,275.7333333,1
2022-03-02T10:30:00Z,8.00E-07,0.3,0.0414,0.01418,226,8.01,0,0.9,3.38,275.7222222,1
2022-03-02T10:35:00Z,8.00E-07,0.3,0.0414,0.01419,226,8.01,0,0.8,3.36,275.7111111,1
2022-03-02T10:40:00Z,8.00E-07,0.3,0.0414,0.01419,226,8.01,0,0.9,3.39,275.7055556,1
2022-03-02T10:45:00Z,8.00E-07,0.3,0.0414,0.01419,226,8.01,0,0.9,3.41,275.7,1
2022-03-02T10:50:00Z,8.00E-07,0.3,0.0414,0.01419,226,8.01,0,0.9,3.4,275.6944444,1
2022-03-02T10:55:00Z,8.00E-07,0.3,0.0413,0.01419,226,8.01,0,0.9,3.29,275.6944444,1
2022-03-02T11:00:00Z,7.00E-07,0.3,0.0414,0.0142,226,8.01,0,0.9,3.29,275.7055556,1
2022-03-02T11:05:00Z,8.00E-07,0.3,0.0413,0.01419,226,8.01,0,0.9,3.28,275.7111111,1
2022-03-02T11:10:00Z,8.00E-07,0.3,0.0414,0.01419,226,8.01,0,0.9,3.15,275.7111111,1
2022-03-02T11:15:00Z,8.00E-07,0.3,0.0414,0.01419,226,8.01,0,0.9,3.22,275.7111111,1
2022-03-02T11:20:00Z,7.00E-07,0.2,0.0415,0.01419,226,8.01,0,0.9,3.22,275.7111111,1
2022-03-02T11:25:00Z,8.00E-07,0.3,0.0418,0.0142,226,8.01,0,0.9,3.22,275.7111111,1
2022-03-02T11:30:00Z,8.00E-07,0.3,0.0421,0.01419,226,8.01,0,0.9,3.25,275.7166667,1
2022-03-02T11:35:00Z,8.00E-07,0.3,0.0425,0.01418,226,8.01,0,0.9,3.28,275.7166667,1
2022-03-02T11:40:00Z,8.00E-07,0.3,0.0428,0.01417,226,8.01,0,0.9,3.27,275.7166667,1
2022-03-02T11:45:00Z,7.00E-07,0.2,0.043,0.01417,226,8.01,0,0.9,3.31,275.7166667,1
2022-03-02T11:50:00Z,8.00E-07,0.3,0.0432,0.01415,226,8.01,0,0.9,3.19,275.7222222,1
2022-03-02T11:55:00Z,8.00E-07,0.3,0.0434,0.01417,226,8.01,0,0.9,3.27,275.7333333,1
2022-03-02T12:00:00Z,9.00E-07,0.3,0.0435,0.01415,226,8.01,0,0.9,3.27,275.7388889,1
2022-03-02T12:05:00Z,8.00E-07,0.3,0.0436,0.01415,226,8.01,0,0.8,3.17,275.7388889,1
2022-03-02T12:10:00Z,8.00E-07,0.3,0.0436,0.01416,226,8.01,0,0.9,3.19,275.7166667,1
2022-03-02T12:15:00Z,8.00E-07,0.3,0.0436,0.01416,226,8.01,0,0.9,3.1,275.6611111,1
2022-03-02T12:20:00Z,8.00E-07,0.3,0.0435,0.01416,226,8.01,0,0.9,3.19,275.6333333,1
2022-03-02T12:25:00Z,7.00E-07,0.3,0.0434,0.01416,225,8.01,0,0.9,3.11,275.6111111,1
2022-03-02T12:30:00Z,8.00E-07,0.3,0.0433,0.01416,225,8.01,0,0.9,3.09,275.6055556,1
2022-03-02T12:35:00Z,8.00E-07,0.3,0.0432,0.01418,225,8.01,0,0.9,3.07,275.6055556,1
2022-03-02T12:40:00Z,8.00E-07,0.3,0.043,0.01418,225,8.01,0,0.9,2.99,275.6055556,1
2022-03-02T12:45:00Z,8.00E-07,0.3,0.0428,0.01418,225,8.01,0,0.9,3.07,275.6222222,1
2022-03-02T12:50:00Z,9.00E-07,0.3,0.0427,0.01417,226,8.01,0,0.9,3.08,275.6611111,1
2022-03-02T12:55:00Z,8.00E-07,0.3,0.0425,0.01417,226,8.01,0,0.9,3.13,275.6666667,1
2022-03-02T13:00:00Z,8.00E-07,0.3,0.0423,0.01418,226,8.01,0,0.9,3.04,275.6944444,1
2022-03-02T13:05:00Z,7.00E-07,0.3,0.0421,0.01417,226,8.01,0,0.8,3.12,275.7111111,1
2022-03-02T13:10:00Z,8.00E-07,0.3,0.0419,0.01419,226,8.01,0,0.9,3.13,275.7222222,1
2022-03-02T13:15:00Z,8.00E-07,0.3,0.0417,0.01418,226,8.01,0,0.9,3.09,275.7833333,1
2022-03-02T13:20:00Z,7.00E-07,0.3,0.0415,0.01418,226,8.01,0,0.9,3.13,275.8722222,1
2022-03-02T13:25:00Z,8.00E-07,0.3,0.0413,0.01419,226,8.01,0,0.9,3.3,275.8333333,1
2022-03-02T13:30:00Z,7.00E-07,0.3,0.0411,0.01421,226,8.01,0,0.9,3.15,275.7666667,1
2022-03-02T13:35:00Z,8.00E-07,0.3,0.0409,0.01421,226,8.01,0,0.9,3.09,275.7777778,1
2022-03-02T13:40:00Z,7.00E-07,0.2,0.0407,0.01421,226,8.01,0,0.8,3.14,275.8222222,1
2022-03-02T13:45:00Z,6.00E-07,0.2,0.0404,0.0142,226,8.02,0,0.9,3.08,275.8388889,1
2022-03-02T13:50:00Z,7.00E-07,0.2,0.0403,0.01422,226,8.01,0,0.9,3.05,275.8333333,1
2022-03-02T13:55:00Z,8.00E-07,0.3,0.0401,0.01422,226,8.02,0,0.9,3,275.8444444,1
2022-03-02T14:00:00Z,8.00E-07,0.3,0.0399,0.01423,226,8.01,0,0.9,2.96,275.85,1
2022-03-02T14:05:00Z,8.00E-07,0.3,0.0397,0.01423,226,8.02,0,0.9,2.93,275.85,1
2022-03-02T14:10:00Z,8.00E-07,0.3,0.0395,0.01423,226,8.02,0,0.8,2.97,275.8555556,1
2022-03-02T14:15:00Z,8.00E-07,0.3,0.0393,0.01423,226,8.02,0,0.9,2.97,275.8611111,1
2022-03-02T14:20:00Z,7.00E-07,0.3,0.0391,0.01425,226,8.02,0,0.9,3.03,275.8333333,1
2022-03-02T14:25:00Z,8.00E-07,0.3,0.0389,0.01426,226,8.02,0,0.9,3.27,275.7611111,1
2022-03-02T14:30:00Z,8.00E-07,0.3,0.0388,0.01427,226,8.02,0,0.9,2.95,275.75,1
2022-03-02T14:35:00Z,7.00E-07,0.2,0.0386,0.01428,226,8.02,0,0.9,2.92,275.7444444,1
2022-03-02T14:40:00Z,7.00E-07,0.2,0.0384,0.01428,226,8.02,0,0.9,2.9,275.7444444,1
2022-03-02T14:45:00Z,7.00E-07,0.2,0.0381,0.01428,226,8.02,0,0.9,2.88,275.7388889,1
2022-03-02T14:50:00Z,7.00E-07,0.2,0.0378,0.01429,226,8.02,0,0.9,2.87,275.7333333,1
2022-03-02T14:55:00Z,7.00E-07,0.2,0.0376,0.01429,226,8.02,0,0.9,2.86,275.7277778,1
2022-03-02T15:00:00Z,7.00E-07,0.2,0.0373,0.01431,226,8.02,0,0.8,2.81,275.7277778,1
2022-03-02T15:05:00Z,7.00E-07,0.2,0.0371,0.0143,226,8.02,0,0.9,2.88,275.7277778,1
2022-03-02T15:10:00Z,6.00E-07,0.2,0.0368,0.01429,226,8.02,0,0.9,2.84,275.7777778,1
2022-03-02T15:15:00Z,7.00E-07,0.3,0.0365,0.01431,226,8.02,0,0.9,2.84,275.8388889,1
2022-03-02T15:20:00Z,7.00E-07,0.2,0.0362,0.01431,226,8.02,0,0.9,2.85,275.8055556,1
2022-03-02T15:25:00Z,7.00E-07,0.2,0.036,0.0143,226,8.02,0,0.9,2.81,275.7833333,1
2022-03-02T15:30:00Z,7.00E-07,0.2,0.0357,0.01432,226,8.03,0,0.9,2.9,275.7611111,1
2022-03-02T15:35:00Z,7.00E-07,0.3,0.0355,0.01432,227,8.02,0,0.9,2.85,275.7555556,1
2022-03-02T15:40:00Z,7.00E-07,0.2,0.0352,0.01432,226,8.02,0,0.9,2.87,275.7555556,1
2022-03-02T15:45:00Z,7.00E-07,0.2,0.035,0.01432,226,8.03,0,0.8,2.85,275.7444444,1
2022-03-02T15:50:00Z,6.00E-07,0.2,0.0348,0.01432,226,8.03,0,0.8,2.93,275.7333333,1
2022-03-02T15:55:00Z,7.00E-07,0.2,0.0346,0.01434,226,8.03,0,0.9,2.9,275.7111111,1
2022-03-02T16:00:00Z,7.00E-07,0.2,0.0344,0.01433,227,8.02,0,0.9,2.86,275.7166667,1
2022-03-02T16:05:00Z,7.00E-07,0.2,0.0343,0.01434,227,8.02,0,0.9,2.8,275.7166667,1
2022-03-02T16:10:00Z,7.00E-07,0.2,0.0342,0.01434,227,8.02,0,0.9,2.81,275.7166667,1
2022-03-02T16:15:00Z,6.00E-07,0.2,0.0341,0.01434,227,8.02,0,0.9,2.77,275.7222222,1
2022-03-02T16:20:00Z,7.00E-07,0.2,0.034,0.01434,227,8.03,0,0.9,2.76,275.7166667,1
2022-03-02T16:25:00Z,7.00E-07,0.2,0.034,0.01435,227,8.02,0,0.9,2.79,275.7166667,1
2022-03-02T16:30:00Z,7.00E-07,0.2,0.0339,0.01435,227,8.03,0,0.8,2.8,275.7166667,1
2022-03-02T16:35:00Z,7.00E-07,0.3,0.0339,0.01434,226,8.03,0,0.8,2.81,275.7111111,1
2022-03-02T16:40:00Z,7.00E-07,0.2,0.0339,0.01435,227,8.02,0,0.9,2.81,275.7166667,1
2022-03-02T16:45:00Z,6.00E-07,0.2,0.0338,0.01435,227,8.03,0,0.9,2.78,275.7166667,1
2022-03-02T16:50:00Z,7.00E-07,0.2,0.0338,0.01435,227,8.03,0,0.8,3.05,275.7111111,1
2022-03-02T16:55:00Z,7.00E-07,0.2,0.0337,0.01436,227,8.02,0,0.9,2.86,275.7111111,1
2022-03-02T17:00:00Z,7.00E-07,0.2,0.0336,0.01435,227,8.03,0,0.9,2.83,275.7111111,1
2022-03-02T17:05:00Z,7.00E-07,0.2,0.0335,0.01436,227,8.03,0,0.9,2.9,275.7166667,1
2022-03-02T17:10:00Z,6.00E-07,0.2,0.0334,0.01436,227,8.03,0,0.8,2.92,275.7166667,1
2022-03-02T17:15:00Z,8.00E-07,0.3,0.0333,0.01435,227,8.03,0,0.9,2.89,275.7166667,1
2022-03-02T17:20:00Z,7.00E-07,0.2,0.0331,0.01436,227,8.03,0,0.9,3.06,275.7055556,1
2022-03-02T17:25:00Z,6.00E-07,0.2,0.0329,0.01437,227,8.03,0,0.9,2.93,275.7055556,1
2022-03-02T17:30:00Z,7.00E-07,0.2,0.0326,0.01437,227,8.03,0,0.9,2.99,275.6944444,1
2022-03-02T17:35:00Z,7.00E-07,0.2,0.0324,0.01437,227,8.03,0,0.8,2.99,275.6944444,1
2022-03-02T17:40:00Z,6.00E-07,0.2,0.0322,0.01437,227,8.03,0,0.9,3.12,275.6888889,1
2022-03-02T17:45:00Z,7.00E-07,0.3,0.032,0.01437,227,8.03,0,0.8,3.03,275.6888889,1
2022-03-02T17:50:00Z,7.00E-07,0.2,0.0318,0.01437,227,8.03,0,0.8,2.97,275.6888889,1
2022-03-02T17:55:00Z,6.00E-07,0.2,0.0316,0.01438,227,8.03,0,0.9,2.97,275.6944444,1
2022-03-02T18:00:00Z,6.00E-07,0.2,0.0315,0.01439,227,8.03,0,0.9,2.96,275.7055556,1
2022-03-02T18:05:00Z,7.00E-07,0.2,0.0313,0.01438,227,8.03,0,0.9,3.07,275.7055556,1
2022-03-02T18:10:00Z,7.00E-07,0.2,0.0312,0.01439,227,8.03,0,0.9,2.89,275.7055556,1
2022-03-02T18:15:00Z,6.00E-07,0.2,0.0312,0.0144,227,8.03,0,0.9,3.5,275.7111111,1
2022-03-02T18:20:00Z,6.00E-07,0.2,0.0311,0.01439,227,8.03,0,0.9,3.04,275.7166667,1
2022-03-02T18:25:00Z,6.00E-07,0.2,0.031,0.0144,227,8.03,0,0.9,2.89,275.7111111,1
2022-03-02T18:30:00Z,6.00E-07,0.2,0.0309,0.0144,227,8.03,0,0.9,2.85,275.7111111,1
2022-03-02T18:35:00Z,6.00E-07,0.2,0.0309,0.01439,227,8.03,0,0.9,2.89,275.7111111,1
2022-03-02T18:40:00Z,6.00E-07,0.2,0.0308,0.01439,227,8.03,0,0.8,2.86,275.7166667,1
2022-03-02T18:45:00Z,7.00E-07,0.2,0.0307,0.01439,227,8.03,0,0.8,2.82,275.7222222,1
2022-03-02T18:50:00Z,6.00E-07,0.2,0.0306,0.01439,227,8.03,0,0.9,2.79,275.7277778,1
2022-03-02T18:55:00Z,6.00E-07,0.2,0.0305,0.01439,227,8.03,0,0.8,2.96,275.7333333,1
2022-03-02T19:00:00Z,6.00E-07,0.2,0.0304,0.01439,227,8.03,0,0.9,2.83,275.7444444,1
2022-03-02T19:05:00Z,6.00E-07,0.2,0.0304,0.0144,227,8.03,0,0.9,2.86,275.7444444,1
2022-03-02T19:10:00Z,6.00E-07,0.2,0.0303,0.0144,227,8.03,0,0.9,2.75,275.7444444,1
2022-03-02T19:15:00Z,6.00E-07,0.2,0.0302,0.0144,227,8.03,0,0.8,2.92,275.7444444,1
2022-03-02T19:20:00Z,7.00E-07,0.2,0.0301,0.0144,227,8.03,0,0.9,3.47,275.7444444,1
2022-03-02T19:25:00Z,6.00E-07,0.2,0.03,0.01441,227,8.03,0,0.9,2.74,275.75,1
2022-03-02T19:30:00Z,6.00E-07,0.2,0.0299,0.0144,227,8.03,0,0.8,2.72,275.7555556,1
2022-03-02T19:35:00Z,6.00E-07,0.2,0.0298,0.0144,227,8.03,0,0.8,2.7,275.7555556,1
2022-03-02T19:40:00Z,5.00E-07,0.2,0.0296,0.0144,227,8.03,0,0.9,2.7,275.7611111,1
2022-03-02T19:45:00Z,6.00E-07,0.2,0.0296,0.01441,227,8.03,0,0.8,2.78,275.7666667,1
2022-03-02T19:50:00Z,6.00E-07,0.2,0.0294,0.01442,227,8.03,0,0.8,2.69,275.7666667,1
2022-03-02T19:55:00Z,5.00E-07,0.2,0.0294,0.01441,227,8.03,0,0.9,2.66,275.7666667,1
2022-03-02T20:00:00Z,5.00E-07,0.2,0.0293,0.01441,227,8.03,0,0.9,2.75,275.7777778,1
2022-03-02T20:05:00Z,5.00E-07,0.2,0.0292,0.01441,227,8.03,0,0.8,2.64,275.7944444,1
2022-03-02T20:10:00Z,6.00E-07,0.2,0.0291,0.01441,227,8.03,0,0.9,2.7,275.7944444,1
2022-03-02T20:15:00Z,5.00E-07,0.2,0.0291,0.01441,227,8.03,0,0.8,2.58,275.8,1
2022-03-02T20:20:00Z,6.00E-07,0.2,0.029,0.01442,227,8.03,0,0.9,2.56,275.7944444,1
2022-03-02T20:25:00Z,5.00E-07,0.2,0.0289,0.01441,227,8.03,0,0.9,2.57,275.7888889,1
2022-03-02T20:30:00Z,6.00E-07,0.2,0.0289,0.01442,227,8.03,0,0.8,2.74,275.7944444,1
2022-03-02T20:35:00Z,5.00E-07,0.2,0.0288,0.01442,228,8.03,0,0.9,2.54,275.7944444,1
2022-03-02T20:40:00Z,6.00E-07,0.2,0.0288,0.01442,228,8.03,0,0.9,2.6,275.7888889,1
2022-03-02T20:45:00Z,5.00E-07,0.2,0.0287,0.01443,228,8.03,0,0.9,2.57,275.7888889,1
2022-03-02T20:50:00Z,5.00E-07,0.2,0.0287,0.01443,228,8.03,0,0.8,2.56,275.7833333,1
2022-03-02T20:55:00Z,6.00E-07,0.2,0.0287,0.01442,228,8.03,0,0.9,2.59,275.7833333,1
2022-03-02T21:00:00Z,6.00E-07,0.2,0.0288,0.01443,228,8.03,0,0.8,2.55,275.7888889,1
2022-03-02T21:05:00Z,5.00E-07,0.2,0.029,0.01442,228,8.03,0,0.8,2.53,275.7944444,1
2022-03-02T21:10:00Z,5.00E-07,0.2,0.0291,0.01443,227,8.03,0,0.8,2.6,275.8,1
2022-03-02T21:15:00Z,5.00E-07,0.2,0.0292,0.01444,228,8.03,0,0.9,2.69,275.8055556,1
2022-03-02T21:20:00Z,6.00E-07,0.2,0.0293,0.01444,227,8.03,0,0.9,2.65,275.8055556,1
2022-03-02T21:25:00Z,5.00E-07,0.2,0.0294,0.01444,227,8.03,0,0.8,2.69,275.8,1
2022-03-02T21:30:00Z,6.00E-07,0.2,0.0294,0.01443,227,8.03,0,0.8,2.65,275.8,1
2022-03-02T21:35:00Z,6.00E-07,0.2,0.0294,0.01444,227,8.03,0,0.8,2.59,275.8055556,1
2022-03-02T21:40:00Z,5.00E-07,0.2,0.0294,0.01444,227,8.03,0,0.8,2.69,275.8055556,1
2022-03-02T21:45:00Z,5.00E-07,0.2,0.0294,0.01445,227,8.04,0,0.8,2.61,275.8055556,1
2022-03-02T21:50:00Z,6.00E-07,0.2,0.0294,0.01445,227,8.03,0,0.8,2.63,275.8055556,1
2022-03-02T21:55:00Z,5.00E-07,0.2,0.0293,0.01445,227,8.03,0,0.9,2.67,275.8111111,1
2022-03-02T22:00:00Z,5.00E-07,0.2,0.0293,0.01443,227,8.03,0,0.8,2.62,275.8166667,1
2022-03-02T22:05:00Z,5.00E-07,0.2,0.0293,0.01443,227,8.04,0,0.9,2.58,275.8222222,1
2022-03-02T22:10:00Z,5.00E-07,0.2,0.0293,0.01444,227,8.04,0,0.8,2.6,275.8222222,1
2022-03-02T22:15:00Z,5.00E-07,0.2,0.0293,0.01444,227,8.04,0,0.8,2.67,275.8277778,1
2022-03-02T22:20:00Z,5.00E-07,0.2,0.0294,0.01443,227,8.04,0,0.9,2.57,275.8277778,1
2022-03-02T22:25:00Z,5.00E-07,0.2,0.0294,0.01444,227,8.04,0,0.8,2.59,275.8333333,1
2022-03-02T22:30:00Z,5.00E-07,0.2,0.0294,0.01444,227,8.04,0,0.8,2.62,275.8333333,1
2022-03-02T22:35:00Z,6.00E-07,0.2,0.0295,0.01444,227,8.04,0,0.8,2.59,275.8444444,1
2022-03-02T22:40:00Z,6.00E-07,0.2,0.0295,0.01444,227,8.04,0,0.9,2.6,275.8444444,1
2022-03-02T22:45:00Z,6.00E-07,0.2,0.0295,0.01443,227,8.04,0,0.8,2.61,275.85,1
2022-03-02T22:50:00Z,5.00E-07,0.2,0.0296,0.01444,227,8.04,0,0.9,2.63,275.8666667,1
2022-03-02T22:55:00Z,6.00E-07,0.2,0.0296,0.01442,227,8.04,0,0.8,2.56,275.8833333,1
2022-03-02T23:00:00Z,5.00E-07,0.2,0.0297,0.01442,227,8.04,0,0.8,2.55,275.8888889,1
2022-03-02T23:05:00Z,6.00E-07,0.2,0.0297,0.01443,227,8.04,0,0.8,2.62,275.8944444,1
2022-03-02T23:10:00Z,6.00E-07,0.2,0.0297,0.01442,227,8.04,0,0.8,2.58,275.9,1
2022-03-02T23:15:00Z,5.00E-07,0.2,0.0297,0.01443,227,8.04,0,0.8,2.58,275.9055556,1
2022-03-02T23:20:00Z,5.00E-07,0.2,0.0297,0.01441,227,8.05,0,0.9,2.68,275.9111111,1
2022-03-02T23:25:00Z,5.00E-07,0.2,0.0297,0.01442,227,8.04,0,0.8,2.58,275.9111111,1
2022-03-02T23:30:00Z,5.00E-07,0.2,0.0297,0.01442,227,8.04,0,0.8,2.6,275.9111111,1
2022-03-02T23:35:00Z,5.00E-07,0.2,0.0298,0.01443,227,8.04,0,0.8,2.63,275.9166667,1
2022-03-02T23:40:00Z,6.00E-07,0.2,0.0298,0.01441,227,8.04,0,0.8,2.67,275.9166667,1
2022-03-02T23:45:00Z,5.00E-07,0.2,0.0299,0.01442,227,8.03,0,0.9,2.6,275.9166667,1
2022-03-02T23:50:00Z,6.00E-07,0.2,0.0299,0.01442,227,8.03,0,0.8,2.55,275.9277778,1
2022-03-02T23:55:00Z,5.00E-07,0.2,0.03,0.01442,227,8.04,0,0.8,2.55,275.9388889,1
2022-03-03T00:00:00Z,5.00E-07,0.2,0.0301,0.01441,227,8.04,0,0.8,2.55,275.9444444,1
2022-03-03T00:05:00Z,5.00E-07,0.2,0.0302,0.01441,227,8.04,0,0.8,2.51,275.9277778,1
2022-03-03T00:10:00Z,6.00E-07,0.2,0.0304,0.0144,227,8.04,0,0.8,2.55,275.9,1
2022-03-03T00:15:00Z,6.00E-07,0.2,0.0305,0.01441,227,8.04,0,0.8,2.55,275.8944444,1
2022-03-03T00:20:00Z,5.00E-07,0.2,0.0306,0.0144,227,8.04,0,0.9,2.73,275.8944444,1
2022-03-03T00:25:00Z,6.00E-07,0.2,0.0308,0.0144,227,8.04,0,0.8,2.57,275.8944444,1
2022-03-03T00:30:00Z,6.00E-07,0.2,0.0309,0.0144,227,8.04,0,0.9,2.59,275.9,1
2022-03-03T00:35:00Z,6.00E-07,0.2,0.0311,0.0144,227,8.04,0,0.9,2.58,275.8944444,1
2022-03-03T00:40:00Z,5.00E-07,0.2,0.0312,0.01439,227,8.03,0,0.8,2.69,275.9,1
2022-03-03T00:45:00Z,6.00E-07,0.2,0.0314,0.01439,227,8.04,0,0.8,2.61,275.9055556,1
2022-03-03T00:50:00Z,6.00E-07,0.2,0.0315,0.01439,227,8.04,0,0.9,2.61,275.9166667,1
2022-03-03T00:55:00Z,5.00E-07,0.2,0.0317,0.01439,227,8.04,0,0.8,2.87,275.9277778,1
2022-03-03T01:00:00Z,6.00E-07,0.2,0.0318,0.01439,227,8.04,0,0.8,2.62,275.9222222,1
2022-03-03T01:05:00Z,6.00E-07,0.2,0.0319,0.01438,227,8.04,0,0.8,2.62,275.9222222,1
2022-03-03T01:10:00Z,6.00E-07,0.2,0.032,0.01437,227,8.04,0,0.8,2.59,275.9277778,1
2022-03-03T01:15:00Z,6.00E-07,0.2,0.0321,0.01437,227,8.03,0,0.9,2.58,275.9333333,1
2022-03-03T01:20:00Z,6.00E-07,0.2,0.0321,0.01437,226,8.04,0,0.8,2.61,275.9333333,1
2022-03-03T01:25:00Z,6.00E-07,0.2,0.0322,0.01438,227,8.04,0,0.8,2.62,275.9333333,1
2022-03-03T01:30:00Z,6.00E-07,0.2,0.0323,0.01437,226,8.03,0,0.9,2.59,275.9444444,1
2022-03-03T01:35:00Z,6.00E-07,0.2,0.0323,0.01437,226,8.03,0,0.8,2.67,275.9444444,1
2022-03-03T01:40:00Z,6.00E-07,0.2,0.0323,0.01437,226,8.03,0,0.8,2.88,275.95,1
2022-03-03T01:45:00Z,6.00E-07,0.2,0.0323,0.01436,226,8.03,0,0.8,2.65,275.9555556,1
2022-03-03T01:50:00Z,6.00E-07,0.2,0.0323,0.01437,226,8.03,0,0.9,2.63,275.9611111,1
2022-03-03T01:55:00Z,6.00E-07,0.2,0.0323,0.01436,226,8.03,0,0.8,2.63,275.9666667,1
2022-03-03T02:00:00Z,5.00E-07,0.2,0.0323,0.01436,226,8.03,0,0.8,2.62,275.9666667,1
2022-03-03T02:05:00Z,6.00E-07,0.2,0.0323,0.01436,226,8.03,0,0.8,2.6,275.9666667,1
2022-03-03T02:10:00Z,5.00E-07,0.2,0.0324,0.01435,226,8.03,0,0.8,2.74,275.9722222,1
2022-03-03T02:15:00Z,5.00E-07,0.2,0.0324,0.01436,226,8.03,0,0.8,2.7,275.9722222,1
2022-03-03T02:20:00Z,6.00E-07,0.2,0.0324,0.01436,226,8.03,0,0.8,2.59,275.9777778,1
2022-03-03T02:25:00Z,5.00E-07,0.2,0.0324,0.01435,226,8.03,0,0.8,2.7,275.9777778,1
2022-03-03T02:30:00Z,5.00E-07,0.2,0.0324,0.01435,226,8.03,0,0.8,2.66,275.9777778,1
2022-03-03T02:35:00Z,6.00E-07,0.2,0.0324,0.01435,226,8.03,0,0.8,2.6,275.9944444,1
2022-03-03T02:40:00Z,6.00E-07,0.2,0.0324,0.01435,226,8.03,0,0.8,2.7,276.0055556,1
2022-03-03T02:45:00Z,6.00E-07,0.2,0.0324,0.01435,226,8.03,0,0.8,2.62,276.0111111,1
2022-03-03T02:50:00Z,5.00E-07,0.2,0.0323,0.01435,226,8.03,0,0.8,2.71,276.0111111,1
2022-03-03T02:55:00Z,5.00E-07,0.2,0.0323,0.01435,226,8.03,0,0.8,2.69,276.0111111,1
2022-03-03T03:00:00Z,6.00E-07,0.2,0.0323,0.01435,226,8.03,0,0.8,2.63,276,1
2022-03-03T03:05:00Z,5.00E-07,0.2,0.0323,0.01435,226,8.03,0,0.8,2.66,276.0055556,1
2022-03-03T03:10:00Z,6.00E-07,0.2,0.0323,0.01435,226,8.03,0,0.8,2.65,276.0055556,1
2022-03-03T03:15:00Z,6.00E-07,0.2,0.0323,0.01436,226,8.03,0,0.8,2.61,276,1
2022-03-03T03:20:00Z,5.00E-07,0.2,0.0323,0.01435,226,8.03,0,0.8,2.62,275.9944444,1
2022-03-03T03:25:00Z,6.00E-07,0.2,0.0323,0.01434,226,8.03,0,0.8,2.66,275.9944444,1
2022-03-03T03:30:00Z,6.00E-07,0.2,0.0323,0.01434,226,8.03,0,0.8,2.61,276.0055556,1
2022-03-03T03:35:00Z,5.00E-07,0.2,0.0323,0.01434,226,8.03,0,0.8,2.64,276.0111111,1
2022-03-03T03:40:00Z,6.00E-07,0.2,0.0324,0.01435,227,8.03,0,0.9,2.57,276.0166667,1
2022-03-03T03:45:00Z,6.00E-07,0.2,0.0323,0.01435,226,8.03,0,0.8,2.58,276.0111111,1
2022-03-03T03:50:00Z,5.00E-07,0.2,0.0323,0.01435,226,8.03,0,0.8,2.67,276.0111111,1
2022-03-03T03:55:00Z,6.00E-07,0.2,0.0322,0.01433,226,8.03,0,0.8,2.59,276.0055556,1
2022-03-03T04:00:00Z,6.00E-07,0.2,0.0321,0.01435,226,8.03,0,0.8,2.6,276,1
2022-03-03T04:05:00Z,5.00E-07,0.2,0.032,0.01435,226,8.03,0,0.8,2.68,276,1
2022-03-03T04:10:00Z,5.00E-07,0.2,0.0319,0.01436,226,8.03,0,0.8,2.63,276,1
2022-03-03T04:15:00Z,6.00E-07,0.2,0.0318,0.01435,226,8.03,0,0.8,2.61,276.0055556,1
2022-03-03T04:20:00Z,6.00E-07,0.2,0.0317,0.01435,227,8.03,0,0.8,2.62,276.0055556,1
2022-03-03T04:25:00Z,5.00E-07,0.2,0.0316,0.01435,227,8.03,0,0.8,2.63,276.0055556,1
2022-03-03T04:30:00Z,5.00E-07,0.2,0.0315,0.01434,227,8.03,0,0.8,2.58,276,1
2022-03-03T04:35:00Z,6.00E-07,0.2,0.0314,0.01435,227,8.03,0,0.8,2.61,275.9944444,1
2022-03-03T04:40:00Z,5.00E-07,0.2,0.0313,0.01435,227,8.03,0,0.8,2.65,275.9944444,1
2022-03-03T04:45:00Z,6.00E-07,0.2,0.0312,0.01435,227,8.03,0,0.9,2.55,275.9888889,1
